302.75,89,7.1,90,73,78,80,187.75,32,0.7244241237640381,2,MAPPMatching,http://xml.assessment.com/service/MAPPMatching.asmx?wsdl
482.0,85,16.0,95,73,100,84,1.0,2,0.753387451171875,2,Compound2,http://www.mssoapinterop.org/asmx/WSDL/compound2.wsdl
3321.4,89,1.4,96,73,78,80,2.6,96,0.6647461652755737,3,USDAData,http://www.strikeiron.com/webservices/usdadata.asmx?wsdl
126.17,98,12.0,100,67,78,82,22.77,89,0.8222811222076416,1,GBNIRHolidayDates,http://www.holidaywebservice.com/Holidays/GBNIR/Dates/GBNIRHolidayDates.asmx?WSDL
107.0,87,1.9,95,73,89,62,58.33,93,0.808042049407959,1,CasUsers,http://galex.stsci.edu/casjobs/CasUsers.asmx?WSDL
107.57,80,1.7,81,67,78,82,18.21,61,0.718212902545929,2,interop2,http://websrv.cs.fsu.edu/~engelen/interop2_2.wsdl
255.0,98,1.3,99,67,100,82,40.8,4,0.7425028085708618,2,ehmmpfamService,http://www.ebi.ac.uk/soaplab/emboss4/services/hmm.ehmmpfam.derived?wsdl
136.71,76,2.8,76,60,89,69,11.57,8,0.6620018482208252,3,WSDBFetchServerLegacyService,http://www.embl-ebi.ac.uk/Tools/webservices/wsdl/WSDbfetch.wsdl
102.62,91,15.3,97,67,78,82,0.93,91,0.8189331889152527,1,DOTSPackageTracking,http://trial.serviceobjects.com/pt/PackTrack.asmx?wsdl
93.37,96,13.5,99,67,89,58,41.66,93,0.8479254245758057,1,CommandService,http://www.leadtools.net/Services/CommandService/CommandService.asmx?wsdl
133.0,86,7.7,95,73,78,84,10.67,9,0.7124244570732117,2,GoogleSearchService,http://dept-info.labri.fr/~denis/Enseignement/2005-SSECPD/TP08/GoogleSearch.wsdl
221.48,90,10.9,97,53,89,66,37.26,6,0.7078859210014343,2,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/acd.acdc?wsdl
114.0,86,16.1,86,73,89,84,67.0,8,0.7456589341163635,2,FpMLValidation,http://www.handcoded.com/FpMLValidation.asmx?WSDL
269.83,85,4.5,86,53,89,66,74.96,6,0.6698547005653381,3,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_motifs.antigenic?wsdl
134.07,84,12.2,85,60,89,69,8.21,4,0.7045273184776306,2,DiscoveryService,http://superglue.badc.rl.ac.uk/exist/services/Discovery?wsdl
67.5,86,6.0,86,73,78,80,1.5,95,0.7927215695381165,2,check,http://ws.cdyne.com/spellchecker/check.asmx?wsdl
131.57,80,2.3,80,53,67,76,6.5,10,0.6187518835067749,3,Interop,http://mssoapinterop.org/stk/LoggedInteropTyped.wsdl
213.2,88,1.6,96,73,100,84,7.8,36,0.7689943909645081,2,antigenicService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/antigenic.wsdl
1360.0,83,10.4,84,83,89,91,3.0,3,0.6878875494003296,3,UpdatesService,http://dcregistry.natlib.govt.nz/axis/services/termUpdates?wsdl
108.0,86,0.7,95,73,78,80,0.33,90,0.7801767587661743,2,DOTSFraudProtectionLite,http://trial.serviceobjects.com/fpl/FraudProtectionLite.asmx?WSDL
50.0,72,13.3,72,73,78,84,4.0,7,0.682604193687439,3,XarayaSoap,http://www.aber.com.mk/modules/soapserver/xaraya.wsdl
1069.5,71,3.0,72,83,89,91,744.0,36,0.6630051136016846,3,Mapping,http://xml.nig.ac.jp/wsdl/Mapping.wsdl
132.0,83,14.3,84,73,78,84,16.0,63,0.7704077959060669,2,BlogReaderService,http://www.flash-db.com/services/ws/blogReader.wsdl
265.09,94,10.2,94,73,89,62,48.18,11,0.7496697306632996,2,SkyNodeWS,http://skyserver.ast.cam.ac.uk/wfc/SkyNodeWS.asmx?wsdl
124.17,94,2.1,98,73,100,80,30.84,37,0.7870051264762878,2,XFormWebService,http://xform.metaverse.cc/xformservice.asmx?wsdl
408.21,56,5.0,58,73,78,80,121.46,89,0.6877809762954712,3,Settings,http://www.obcom.cl/WebServices/Settings.asmx?wsdl
259.0,97,1.2,99,58,100,75,7.2,32,0.7542455196380615,2,freakService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/freak.wsdl
408.0,83,15.2,84,83,89,91,3.0,6,0.7417353987693787,2,VersionService,http://passport.sme.gov.cn/services/Version?wsdl
173.0,46,3.8,47,78,89,89,4.83,93,0.703902006149292,2,Personne,http://synergiciel.cecam.net/Cecam.SynergicielV2.Ws/Personne.asmx?WSDL
320.48,86,1.2,86,53,89,66,125.18,10,0.6640278100967407,3,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_tree_drawing.fdrawgram?wsdl
128.31,91,12.4,97,67,78,82,20.8,91,0.8099492192268372,1,GBEAWHolidayDates,http://www.holidaywebservice.com/Holidays/GBEAW/Dates/GBEAWHolidayDates.asmx?WSDL
149.67,89,1.1,96,73,78,80,13.0,8,0.7001174092292786,2,Tax,http://contest.comteach.ch/tax.asmx?wsdl
672.2,91,7.9,97,73,100,84,9.2,36,0.7728914618492126,2,infoalignService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/infoalign.wsdl
59.58,77,8.8,78,67,100,77,3.95,3,0.7128698229789734,2,AWSECommerceService,http://webservices.amazon.com/AWSECommerceService/2005-03-23/US/AWSECommerceService.wsdl
499.0,83,19.7,84,83,89,91,31.0,5,0.7477867603302002,2,ippcService,http://www.env.cz/ippc/wsdl
1334.0,100,8.3,100,73,100,80,89.0,32,0.7599631547927856,2,GetEntertainmentListingsService,http://services.chumcity.net/CityTV/Entertainment/GetEntertainmentListingsService.asmx?WSDL
229.75,86,10.1,95,73,89,84,87.75,90,0.8183273077011108,1,CEqImageSecure,http://www.quisque.com/fr/techno/eqimage/secure/eqimage.asmx?wsdl
266.83,36,0.9,37,60,89,69,15.91,7,0.5436985492706299,4,BINDService,http://soap.bind.ca/wsdl/bind.wsdl
49.43,42,10.6,43,73,78,62,6.0,89,0.6810277700424194,3,cweather,http://www.mail-archive.com/axis-user@xml.apache.org/msg02797/cweather.wsdl
64.96,18,4.3,18,60,78,79,5.15,1,0.4838158190250397,4,AmazonSearchService,http://homes.dsi.unimi.it/~santini/FTP/dida/iapp/20032004/datacentric/dtd/AmazonWebServices.wsdl
106.75,90,16.2,96,73,78,80,24.13,93,0.8305524587631226,1,ArticlesSecure,http://netservice.fossware.com/ArticlesSecure.asmx?WSDL
580.5,72,4.4,72,67,89,72,19.0,40,0.6830194592475891,3,ndfdXML,http://www.weather.gov/forecasts/xml/SOAP_server/ndfdXMLserver.php?wsdl
205.0,73,1.4,74,58,78,80,12.0,7,0.6224719882011414,3,Izracun,http://storitve-curs.gov.si/sstoritve/Izracun?WSDL
294.5,87,14.5,95,73,89,62,66.0,39,0.7762492299079895,2,IT_x0040_Service_x0020_Webservices,http://www.itatservice.de/itatservice/itatservice9.asmx?WSDL
113.25,88,1.7,96,53,78,66,43.25,41,0.6991520524024963,3,MorphingLabs,http://www.eherenow.net/engine/transformhere.asmx?wsdl
68.91,19,4.4,20,60,78,79,5.91,2,0.4885006844997406,4,AmazonSearchService,http://www.echo.eos.nasa.gov/documents/wsdl/extended-services/AmazonWebServices.wsdl
184.67,73,2.7,74,73,89,80,40.84,93,0.7635645866394043,2,CSearch,http://www.quisque.com/fr/chasses/blasons/search.asmx?WSDL
131.25,70,4.8,70,73,89,84,3.63,10,0.676662027835846,3,MathService,http://samples.gotdotnet.com/quickstart/aspplus/samples/services/MathService/VB/MathService.asmx?WSDL
142.5,93,4.4,98,73,78,84,26.75,95,0.8081594109535217,1,ClientService,http://www.textdisguise.com/TextDisguise/ClientService/ClientService.asmx?wsdl
141.77,56,7.5,56,67,78,77,88.31,86,0.6902381777763367,3,AddressLookup,http://ws.cdyne.com/psaddress/addresslookup.asmx?wsdl
269.09,85,3.9,85,53,89,66,84.92,2,0.6630488038063049,3,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_motifs.sigcleave?wsdl
227.0,88,21.2,96,73,100,84,23.0,34,0.8160895109176636,1,SendWM2Mail,http://wm2mail.wmtransfer.com/ws/SendWM2Mail.asmx?wsdl
511.25,77,4.7,78,73,89,84,269.25,91,0.7581308484077454,2,Conversor,http://www.mundoprogramacion.com/NET/WebServices/Conversor.asmx?wsdl
173.0,67,0.5,68,73,100,80,1.67,92,0.7635651230812073,2,MESAClaimsService,http://ipip.europeadeseguros.com/wsdl
